,event,trial,time,PID,Exp
97,blur,67,223749,1XUTD,Pilot
98,focus,67,226995,1XUTD,Pilot
99,blur,234,579343,1XUTD,Pilot
100,focus,234,580531,1XUTD,Pilot
101,blur,358,982792,1XUTD,Pilot
102,focus,358,985120,1XUTD,Pilot
103,blur,652,1377721,1XUTD,Pilot
104,focus,652,1379339,1XUTD,Pilot
105,blur,660,1387673,1XUTD,Pilot
106,focus,661,1389864,1XUTD,Pilot
107,blur,720,1461369,1XUTD,Pilot
108,focus,720,1462490,1XUTD,Pilot
109,blur,722,1464046,1XUTD,Pilot
110,focus,722,1464925,1XUTD,Pilot
111,blur,728,1472369,1XUTD,Pilot
112,focus,730,1475001,1XUTD,Pilot
113,blur,1557,2198393,1XUTD,Pilot
114,focus,1557,2256135,1XUTD,Pilot
115,blur,1704,2454888,1XUTD,Pilot
116,focus,1704,2473150,1XUTD,Pilot
117,blur,0,71939,Ei7xa,Pilot
118,focus,0,72939,Ei7xa,Pilot
119,blur,0,74877,Ei7xa,Pilot
120,focus,0,77168,Ei7xa,Pilot
121,fullscreenenter,0,78559,Ei7xa,Pilot
122,fullscreenenter,0,21587,u4SBF,Pilot
123,blur,0,313,dkD9m,Pilot
124,focus,0,3355,dkD9m,Pilot
125,fullscreenenter,0,4072,dkD9m,Pilot
126,blur,61,323449,dkD9m,Pilot
127,focus,61,333739,dkD9m,Pilot
128,fullscreenexit,486,1560477,dkD9m,Pilot
129,blur,488,1564165,dkD9m,Pilot
130,focus,491,1567631,dkD9m,Pilot
131,blur,492,1569636,dkD9m,Pilot
132,focus,493,1571202,dkD9m,Pilot
133,blur,497,1574901,dkD9m,Pilot
134,focus,499,1579763,dkD9m,Pilot
135,blur,502,1583213,dkD9m,Pilot
136,focus,502,1589017,dkD9m,Pilot
137,blur,505,1592440,dkD9m,Pilot
138,focus,505,1602109,dkD9m,Pilot
139,blur,566,1687557,dkD9m,Pilot
140,focus,567,1688936,dkD9m,Pilot
141,blur,1628,2845029,dkD9m,Pilot
142,focus,1628,2852968,dkD9m,Pilot
143,fullscreenenter,0,7201,LQjTG,Pilot
144,fullscreenexit,1607,3184199,LQjTG,Pilot
145,blur,1607,3184220,LQjTG,Pilot
146,focus,1607,3189297,LQjTG,Pilot
147,blur,0,13336,Aw0dY,Pilot
148,focus,0,17783,Aw0dY,Pilot
149,fullscreenenter,0,23398,Aw0dY,Pilot
150,fullscreenenter,0,639997,r6UzD,Pilot
151,focus,0,0,DnlJ4,Pilot
152,fullscreenexit,0,10628,DnlJ4,Pilot
153,fullscreenenter,0,14984,iBuis,Pilot
154,fullscreenenter,0,15905,KTnWn,Pilot
155,blur,0,7968,Icmeh,Pilot
156,focus,0,10552,Icmeh,Pilot
157,fullscreenenter,0,10661,Icmeh,Pilot
158,blur,110,457015,Icmeh,Pilot
159,focus,110,462767,Icmeh,Pilot
160,blur,146,649704,Icmeh,Pilot
161,focus,146,650791,Icmeh,Pilot
162,blur,791,1671728,Icmeh,Pilot
163,focus,791,1672779,Icmeh,Pilot
164,fullscreenenter,1,22921,G5p1X,Pilot
165,blur,2,45297,G5p1X,Pilot
166,focus,2,98433,G5p1X,Pilot
167,blur,2,98947,G5p1X,Pilot
168,focus,2,101455,G5p1X,Pilot
169,blur,2,108450,G5p1X,Pilot
170,focus,2,109890,G5p1X,Pilot
171,blur,0,0,628Km,Pilot
172,focus,0,0,628Km,Pilot
173,fullscreenenter,0,13552,628Km,Pilot
174,fullscreenenter,0,4058649,uD3tx,Pilot
175,blur,1521,5587250,uD3tx,Pilot
176,focus,1521,5589751,uD3tx,Pilot
177,blur,0,0,9QlFJ,Pilot
178,focus,0,793,9QlFJ,Pilot
179,fullscreenenter,0,8200,9QlFJ,Pilot
180,fullscreenexit,1,9498,9QlFJ,Pilot
181,blur,17,67205,9QlFJ,Pilot
182,focus,17,79881,9QlFJ,Pilot
183,blur,17,80274,9QlFJ,Pilot
184,focus,17,86891,9QlFJ,Pilot
185,blur,19,94241,9QlFJ,Pilot
186,focus,19,101923,9QlFJ,Pilot
187,blur,35,139324,9QlFJ,Pilot
188,focus,35,307696,9QlFJ,Pilot
189,blur,38,314503,9QlFJ,Pilot
190,focus,38,318084,9QlFJ,Pilot
191,blur,55,351207,9QlFJ,Pilot
192,focus,55,462293,9QlFJ,Pilot
193,blur,57,469639,9QlFJ,Pilot
194,focus,57,516752,9QlFJ,Pilot
195,blur,63,526913,9QlFJ,Pilot
196,focus,63,740333,9QlFJ,Pilot
197,blur,67,818422,9QlFJ,Pilot
198,focus,67,822795,9QlFJ,Pilot
199,blur,67,822800,9QlFJ,Pilot
200,focus,67,883615,9QlFJ,Pilot
201,blur,67,886267,9QlFJ,Pilot
202,focus,67,892468,9QlFJ,Pilot
203,blur,76,929881,9QlFJ,Pilot
204,focus,76,933060,9QlFJ,Pilot
205,blur,90,994175,9QlFJ,Pilot
206,focus,90,996353,9QlFJ,Pilot
207,blur,1081,2303590,9QlFJ,Pilot
208,focus,1081,2391722,9QlFJ,Pilot
209,blur,1621,2892710,9QlFJ,Pilot
210,focus,1621,2908825,9QlFJ,Pilot
211,blur,1622,2915171,9QlFJ,Pilot
212,focus,1622,2917500,9QlFJ,Pilot
213,focus,0,0,IXVqT,Pilot
214,fullscreenexit,0,7923,IXVqT,Pilot
215,blur,1621,3561323,IXVqT,Pilot
216,focus,1621,3563506,IXVqT,Pilot
217,blur,0,559,zdTiP,Pilot
218,focus,0,2196,zdTiP,Pilot
219,fullscreenenter,0,18354,zdTiP,Pilot
220,fullscreenenter,0,14713,pEtlX,Pilot
221,blur,396,1440138,pEtlX,Pilot
222,focus,396,2110064,pEtlX,Pilot
223,focus,0,861,dmSgh,Pilot
224,fullscreenenter,0,19848,dmSgh,Pilot
225,fullscreenexit,3,51241,dmSgh,Pilot
226,blur,3,53307,dmSgh,Pilot
227,focus,3,62394,dmSgh,Pilot
228,blur,31,257139,dmSgh,Pilot
229,focus,31,258016,dmSgh,Pilot
230,blur,48,426057,dmSgh,Pilot
231,focus,48,427090,dmSgh,Pilot
232,blur,1157,3490831,dmSgh,Pilot
233,focus,1159,3496493,dmSgh,Pilot
234,blur,1597,4532449,dmSgh,Pilot
235,focus,1597,4558732,dmSgh,Pilot
236,blur,1643,4753698,dmSgh,Pilot
237,focus,1643,4787528,dmSgh,Pilot
238,fullscreenenter,0,3432,ynmuc,Pilot
239,blur,0,1241,xEEWN,Pilot
240,focus,0,5148,xEEWN,Pilot
241,fullscreenenter,0,6883,xEEWN,Pilot
242,blur,0,9932,UpFzP,Pilot
243,focus,0,11543,UpFzP,Pilot
244,fullscreenenter,0,12154,UpFzP,Pilot
245,fullscreenexit,503,754284,UpFzP,Pilot
246,blur,503,756649,UpFzP,Pilot
247,focus,503,816207,UpFzP,Pilot
248,blur,621,948935,UpFzP,Pilot
249,focus,621,991979,UpFzP,Pilot
250,blur,1113,1323878,UpFzP,Pilot
251,focus,1120,1341260,UpFzP,Pilot
252,blur,1474,1559988,UpFzP,Pilot
253,focus,1474,1601938,UpFzP,Pilot
254,blur,1582,1734958,UpFzP,Pilot
255,focus,1582,1743560,UpFzP,Pilot
256,blur,1582,1771614,UpFzP,Pilot
257,focus,1582,1780295,UpFzP,Pilot
258,blur,1587,1930632,UpFzP,Pilot
259,focus,1587,1936781,UpFzP,Pilot
260,blur,1588,1939541,UpFzP,Pilot
261,fullscreenenter,0,11096,U7lEr,Pilot
262,blur,0,0,nZSIf,Pilot
263,focus,0,0,nZSIf,Pilot
264,fullscreenenter,0,49518,nZSIf,Pilot
265,blur,0,0,cwPeu,Pilot
266,focus,0,804,cwPeu,Pilot
267,blur,0,1222,cwPeu,Pilot
268,focus,0,4890,cwPeu,Pilot
269,fullscreenenter,0,12182,cwPeu,Pilot
270,fullscreenexit,618,1406624,cwPeu,Pilot
271,blur,618,1410017,cwPeu,Pilot
272,focus,618,1527210,cwPeu,Pilot
273,blur,618,1528579,cwPeu,Pilot
274,focus,618,2272077,cwPeu,Pilot
275,blur,658,2340218,cwPeu,Pilot
276,focus,659,2341740,cwPeu,Pilot
277,blur,1064,2807010,cwPeu,Pilot
278,focus,1069,2819446,cwPeu,Pilot
279,blur,1070,2820781,cwPeu,Pilot
280,focus,1071,2824639,cwPeu,Pilot
281,blur,1071,2824640,cwPeu,Pilot
282,focus,1080,2844416,cwPeu,Pilot
283,blur,1274,3016163,cwPeu,Pilot
284,focus,1274,3051968,cwPeu,Pilot
285,blur,1603,3446816,cwPeu,Pilot
286,focus,1603,3450313,cwPeu,Pilot
287,blur,1604,3463357,cwPeu,Pilot
288,blur,0,0,Gbue9,Pilot
289,focus,0,1266,Gbue9,Pilot
290,fullscreenenter,0,6828,Gbue9,Pilot
291,blur,339,1037934,Gbue9,Pilot
292,focus,339,1040040,Gbue9,Pilot
293,fullscreenenter,0,46702,kYxEv,Pilot
294,fullscreenenter,0,12006,M3EtM,Pilot
295,blur,1607,3066011,M3EtM,Pilot
296,focus,1607,3066013,M3EtM,Pilot
297,blur,1607,3066738,M3EtM,Pilot
298,focus,1607,3066740,M3EtM,Pilot
299,fullscreenexit,1618,3214686,M3EtM,Pilot
300,blur,1618,3224337,M3EtM,Pilot
301,focus,1618,3228011,M3EtM,Pilot
302,blur,1619,3235415,M3EtM,Pilot
303,fullscreenenter,0,5201,BBjWx,Pilot
304,fullscreenenter,0,13619,cqMpS,Pilot
305,fullscreenenter,0,7758,N4LjX,Pilot
306,fullscreenenter,0,21133,zgmdb,Pilot
307,blur,0,0,AbYLE,Pilot
308,focus,0,358,AbYLE,Pilot
309,fullscreenenter,0,8316,AbYLE,Pilot
310,fullscreenenter,0,14763,UjHp1,Pilot
311,fullscreenenter,0,9061,eK6VV,Pilot
312,focus,0,0,aXkHM,Pilot
313,fullscreenexit,0,1704,aXkHM,Pilot
314,fullscreenenter,0,2082,aZ29V,Pilot
315,fullscreenexit,1,4472,aZ29V,Pilot
316,blur,245,716381,aZ29V,Pilot
317,focus,245,722826,aZ29V,Pilot
318,fullscreenenter,0,8567,1Gmaa,Pilot
319,fullscreenexit,108,511545,1Gmaa,Pilot
320,blur,1626,2913651,1Gmaa,Pilot
321,focus,1626,2927658,1Gmaa,Pilot
322,blur,1627,2934967,1Gmaa,Pilot
323,focus,0,0,eQNCP,Pilot
324,fullscreenexit,0,12005,eQNCP,Pilot
325,fullscreenenter,0,14101,P6rk9,Pilot
326,blur,0,53,q3NG8,Pilot
327,focus,0,2754,q3NG8,Pilot
328,blur,0,11243,q3NG8,Pilot
329,focus,0,46687,q3NG8,Pilot
330,fullscreenenter,0,48705,q3NG8,Pilot
331,fullscreenenter,0,12263,y868T,Pilot
332,fullscreenenter,0,9499,g9Ces,Pilot
333,fullscreenenter,0,5647,5bFRb,Pilot
334,fullscreenexit,1602,3431095,5bFRb,Pilot
335,blur,1602,3433937,5bFRb,Pilot
336,focus,1602,3439125,5bFRb,Pilot
337,blur,1602,3440884,5bFRb,Pilot
338,focus,1602,3455298,5bFRb,Pilot
339,blur,0,0,CpOiB,Pilot
340,focus,0,0,CpOiB,Pilot
341,fullscreenenter,0,2246,CpOiB,Pilot
342,fullscreenenter,0,8112,ZWFM6,Pilot
343,blur,0,943,Qk28u,Pilot
344,focus,0,1811,Qk28u,Pilot
345,fullscreenenter,0,4203,Qk28u,Pilot
346,fullscreenexit,1680,3222540,Qk28u,Pilot
347,blur,1680,3223980,Qk28u,Pilot
348,focus,1680,3226863,Qk28u,Pilot
349,blur,1680,3235273,Qk28u,Pilot
350,focus,1680,3259039,Qk28u,Pilot
351,fullscreenenter,0,3513,VqFTy,Pilot
352,fullscreenenter,0,3824,nlS1H,Pilot
353,blur,75,423792,nlS1H,Pilot
354,focus,75,425817,nlS1H,Pilot
355,fullscreenenter,0,5393,c6NwG,Pilot
356,fullscreenexit,1,6684,c6NwG,Pilot
357,blur,44,217688,c6NwG,Pilot
358,focus,44,218765,c6NwG,Pilot
359,blur,122,605172,c6NwG,Pilot
360,focus,122,605176,c6NwG,Pilot
361,blur,122,605235,c6NwG,Pilot
362,focus,122,606231,c6NwG,Pilot
363,blur,158,772344,c6NwG,Pilot
364,focus,158,809789,c6NwG,Pilot
365,blur,184,932543,c6NwG,Pilot
366,focus,184,1254762,c6NwG,Pilot
367,blur,184,1306218,c6NwG,Pilot
368,focus,184,1469115,c6NwG,Pilot
369,blur,336,1946055,c6NwG,Pilot
370,focus,336,1957352,c6NwG,Pilot
371,blur,1081,2765221,c6NwG,Pilot
372,focus,1081,2807083,c6NwG,Pilot
373,blur,1274,2960408,c6NwG,Pilot
374,focus,1274,2979283,c6NwG,Pilot
375,blur,1274,2981678,c6NwG,Pilot
376,focus,1274,2981946,c6NwG,Pilot
377,blur,1467,3134854,c6NwG,Pilot
378,focus,1467,3164119,c6NwG,Pilot
379,blur,1467,3165482,c6NwG,Pilot
380,focus,1467,3172057,c6NwG,Pilot
381,blur,1467,3173487,c6NwG,Pilot
382,focus,1467,3345080,c6NwG,Pilot
383,blur,1609,3631210,c6NwG,Pilot
384,focus,1609,3638726,c6NwG,Pilot
385,blur,1609,3641473,c6NwG,Pilot
386,focus,1609,3646391,c6NwG,Pilot
387,blur,1610,3651794,c6NwG,Pilot
388,blur,0,0,wF7XV,Pilot
389,focus,0,0,wF7XV,Pilot
390,blur,0,0,wF7XV,Pilot
391,focus,0,0,wF7XV,Pilot
392,fullscreenenter,0,16047,wF7XV,Pilot
393,fullscreenenter,0,6943,HmWNL,Pilot
394,fullscreenexit,1612,2537353,HmWNL,Pilot
395,blur,1613,2540160,HmWNL,Pilot
396,fullscreenenter,0,9529,o55bL,Pilot
397,fullscreenexit,1640,2629196,o55bL,Pilot
398,blur,1640,2631605,o55bL,Pilot
399,focus,1640,2648955,o55bL,Pilot
400,fullscreenenter,0,11349,UD5TN,Pilot
401,fullscreenenter,0,13168,HsKFo,Pilot
402,fullscreenenter,0,7662,ZLLyl,Pilot
403,fullscreenexit,1481,3329043,ZLLyl,Pilot
404,blur,1481,3331208,ZLLyl,Pilot
405,focus,1481,3350366,ZLLyl,Pilot
406,blur,1613,3663489,ZLLyl,Pilot
407,focus,1613,3688568,ZLLyl,Pilot
408,fullscreenenter,0,21940,lH7WI,Pilot
409,fullscreenenter,0,8146,HcQh2,Pilot
410,blur,1622,5779607,HcQh2,Pilot
411,fullscreenexit,1622,5780177,HcQh2,Pilot
412,focus,1622,5829484,HcQh2,Pilot
413,fullscreenenter,0,9068,Yw81I,Pilot
414,blur,1,13664,Yw81I,Pilot
415,focus,1,19362,Yw81I,Pilot
416,fullscreenenter,0,5324,r2HjA,Pilot
417,blur,164,747513,r2HjA,Pilot
418,focus,164,749463,r2HjA,Pilot
419,fullscreenenter,0,8449,DdNXJ,Pilot
420,blur,15,62334,DdNXJ,Pilot
421,focus,15,63851,DdNXJ,Pilot
422,blur,39,141511,DdNXJ,Pilot
423,focus,39,148347,DdNXJ,Pilot
424,blur,48,175191,DdNXJ,Pilot
425,focus,48,193840,DdNXJ,Pilot
426,blur,49,196198,DdNXJ,Pilot
427,focus,49,240450,DdNXJ,Pilot
428,blur,50,241588,DdNXJ,Pilot
429,focus,50,304389,DdNXJ,Pilot
430,blur,59,325837,DdNXJ,Pilot
431,focus,59,327809,DdNXJ,Pilot
432,blur,64,366745,DdNXJ,Pilot
433,focus,64,445152,DdNXJ,Pilot
434,blur,64,458291,DdNXJ,Pilot
435,focus,64,531216,DdNXJ,Pilot
436,blur,66,574883,DdNXJ,Pilot
437,focus,66,775793,DdNXJ,Pilot
438,blur,128,948711,DdNXJ,Pilot
439,focus,128,949996,DdNXJ,Pilot
440,blur,181,1101766,DdNXJ,Pilot
441,focus,181,1190811,DdNXJ,Pilot
442,blur,232,1283817,DdNXJ,Pilot
443,focus,232,1285355,DdNXJ,Pilot
444,blur,261,1377260,DdNXJ,Pilot
445,focus,261,1378636,DdNXJ,Pilot
446,blur,299,1459676,DdNXJ,Pilot
447,focus,299,1461977,DdNXJ,Pilot
448,blur,396,1649152,DdNXJ,Pilot
449,focus,396,1783888,DdNXJ,Pilot
450,blur,465,1905613,DdNXJ,Pilot
451,focus,465,1906323,DdNXJ,Pilot
452,blur,495,1944071,DdNXJ,Pilot
453,focus,495,1945443,DdNXJ,Pilot
454,blur,690,2299991,DdNXJ,Pilot
455,focus,690,2385919,DdNXJ,Pilot
456,blur,1078,2731108,DdNXJ,Pilot
457,focus,1078,2735558,DdNXJ,Pilot
458,blur,1611,3295144,DdNXJ,Pilot
459,focus,1611,3296853,DdNXJ,Pilot
460,fullscreenenter,0,10145,pPPq6,Pilot
461,blur,0,12108,0WTOi,Pilot
462,focus,0,48887,0WTOi,Pilot
463,blur,0,85535,0WTOi,Pilot
464,focus,0,90611,0WTOi,Pilot
465,fullscreenenter,0,93859,0WTOi,Pilot
466,blur,110,586760,0WTOi,Pilot
467,focus,110,588471,0WTOi,Pilot
468,blur,0,23810,g9kMD,Pilot
469,focus,0,66411,g9kMD,Pilot
470,fullscreenenter,0,67643,g9kMD,Pilot
471,blur,0,0,kHke7,Pilot
472,focus,0,0,kHke7,Pilot
473,blur,0,0,kHke7,Pilot
474,focus,0,0,kHke7,Pilot
475,blur,0,0,kHke7,Pilot
476,focus,0,4014,kHke7,Pilot
477,fullscreenenter,0,7170,kHke7,Pilot
478,fullscreenexit,54,163126,kHke7,Pilot
479,blur,64,218028,kHke7,Pilot
480,focus,64,219025,kHke7,Pilot
481,blur,1620,2401017,kHke7,Pilot
482,focus,1620,2403545,kHke7,Pilot
483,blur,0,19,wdYzB,Pilot
484,focus,0,2776,wdYzB,Pilot
485,fullscreenenter,0,12849,wdYzB,Pilot
486,fullscreenexit,1560,2012227,wdYzB,Pilot
487,blur,1560,2014129,wdYzB,Pilot
488,focus,1560,2016354,wdYzB,Pilot
489,blur,1560,2017277,wdYzB,Pilot
490,focus,1560,2021695,wdYzB,Pilot
491,blur,1560,2022117,wdYzB,Pilot
492,focus,1560,2034127,wdYzB,Pilot
493,blur,1584,2116568,wdYzB,Pilot
494,focus,1584,2119598,wdYzB,Pilot
495,focus,0,12021,l2ASo,Pilot
496,fullscreenenter,0,12965,l2ASo,Pilot
497,blur,3,39670,l2ASo,Pilot
498,focus,3,45859,l2ASo,Pilot
499,blur,46,226065,l2ASo,Pilot
500,focus,46,231680,l2ASo,Pilot
501,blur,146,758655,l2ASo,Pilot
502,focus,146,769016,l2ASo,Pilot
503,blur,148,773043,l2ASo,Pilot
504,focus,148,778590,l2ASo,Pilot
505,fullscreenenter,0,16321,XTkW7,Pilot
506,blur,320,1475463,XTkW7,Pilot
507,focus,320,1475468,XTkW7,Pilot
508,blur,1467,2876165,XTkW7,Pilot
509,focus,1467,2876880,XTkW7,Pilot
510,blur,1467,2878251,XTkW7,Pilot
511,focus,1467,2894298,XTkW7,Pilot
512,blur,1621,3370358,XTkW7,Pilot
513,focus,1621,3475924,XTkW7,Pilot
514,blur,0,0,hLlKp,Pilot
515,focus,0,8069,hLlKp,Pilot
516,fullscreenenter,0,8161,hLlKp,Pilot
517,fullscreenexit,26,100561,hLlKp,Pilot
518,blur,26,102090,hLlKp,Pilot
519,focus,26,162322,hLlKp,Pilot
520,blur,26,162323,hLlKp,Pilot
521,focus,26,175459,hLlKp,Pilot
522,blur,26,176098,hLlKp,Pilot
523,focus,26,176185,hLlKp,Pilot
524,blur,26,180825,hLlKp,Pilot
525,focus,26,185493,hLlKp,Pilot
526,blur,27,186667,hLlKp,Pilot
527,focus,27,192682,hLlKp,Pilot
528,blur,30,209878,hLlKp,Pilot
529,focus,30,212204,hLlKp,Pilot
530,blur,31,214192,hLlKp,Pilot
531,focus,31,215844,hLlKp,Pilot
532,blur,33,222271,hLlKp,Pilot
533,focus,33,227876,hLlKp,Pilot
534,blur,38,244254,hLlKp,Pilot
535,focus,38,250627,hLlKp,Pilot
536,blur,39,252975,hLlKp,Pilot
537,focus,39,255140,hLlKp,Pilot
538,blur,44,279690,hLlKp,Pilot
539,focus,44,283135,hLlKp,Pilot
540,blur,45,287961,hLlKp,Pilot
541,focus,45,289147,hLlKp,Pilot
542,blur,52,312393,hLlKp,Pilot
543,focus,52,315093,hLlKp,Pilot
544,blur,53,316624,hLlKp,Pilot
545,focus,53,318839,hLlKp,Pilot
546,blur,55,323181,hLlKp,Pilot
547,focus,55,326632,hLlKp,Pilot
548,blur,59,348334,hLlKp,Pilot
549,focus,59,351304,hLlKp,Pilot
550,blur,61,356688,hLlKp,Pilot
551,focus,61,358456,hLlKp,Pilot
552,blur,64,381119,hLlKp,Pilot
553,focus,64,394997,hLlKp,Pilot
554,blur,64,413773,hLlKp,Pilot
555,focus,64,425996,hLlKp,Pilot
556,blur,64,448601,hLlKp,Pilot
557,focus,64,469207,hLlKp,Pilot
558,blur,65,479443,hLlKp,Pilot
559,focus,65,481647,hLlKp,Pilot
560,blur,65,484643,hLlKp,Pilot
561,focus,65,492783,hLlKp,Pilot
562,blur,66,512080,hLlKp,Pilot
563,focus,66,519524,hLlKp,Pilot
564,blur,67,524632,hLlKp,Pilot
565,focus,67,525294,hLlKp,Pilot
566,blur,90,656357,hLlKp,Pilot
567,focus,93,675002,hLlKp,Pilot
568,blur,95,676772,hLlKp,Pilot
569,focus,95,677722,hLlKp,Pilot
570,blur,95,686148,hLlKp,Pilot
571,focus,95,810002,hLlKp,Pilot
572,blur,127,974153,hLlKp,Pilot
573,focus,127,1080794,hLlKp,Pilot
574,blur,184,1338004,hLlKp,Pilot
575,focus,184,1622922,hLlKp,Pilot
576,blur,1603,4004807,hLlKp,Pilot
577,blur,0,4181,pLJib,Pilot
578,focus,0,5394,pLJib,Pilot
579,fullscreenenter,0,9938,pLJib,Pilot
580,fullscreenexit,1,11492,pLJib,Pilot
581,blur,1,16202,pLJib,Pilot
582,focus,1,16858,pLJib,Pilot
583,blur,2,24818,pLJib,Pilot
584,focus,2,28164,pLJib,Pilot
585,blur,2,31611,pLJib,Pilot
586,focus,2,34979,pLJib,Pilot
587,blur,2,37224,pLJib,Pilot
588,focus,2,38831,pLJib,Pilot
589,blur,10,82279,pLJib,Pilot
590,focus,10,84773,pLJib,Pilot
591,blur,52,319038,pLJib,Pilot
592,focus,52,321759,pLJib,Pilot
593,blur,64,384691,pLJib,Pilot
594,focus,64,401175,pLJib,Pilot
595,blur,64,430185,pLJib,Pilot
596,focus,64,431756,pLJib,Pilot
597,blur,65,441330,pLJib,Pilot
598,focus,65,444507,pLJib,Pilot
599,blur,65,449414,pLJib,Pilot
600,focus,65,464207,pLJib,Pilot
601,blur,65,479888,pLJib,Pilot
602,focus,65,488018,pLJib,Pilot
603,blur,94,658586,pLJib,Pilot
604,focus,94,666617,pLJib,Pilot
605,blur,96,667683,pLJib,Pilot
606,focus,96,669374,pLJib,Pilot
607,blur,98,672287,pLJib,Pilot
608,focus,98,674301,pLJib,Pilot
609,blur,146,1057445,pLJib,Pilot
610,focus,146,1064134,pLJib,Pilot
611,blur,165,1167164,pLJib,Pilot
612,focus,165,1170023,pLJib,Pilot
613,blur,177,1231607,pLJib,Pilot
614,focus,177,1233486,pLJib,Pilot
615,blur,231,1345203,pLJib,Pilot
616,focus,231,1347963,pLJib,Pilot
617,blur,231,1348338,pLJib,Pilot
618,focus,231,1354253,pLJib,Pilot
619,blur,231,1357444,pLJib,Pilot
620,focus,231,1368687,pLJib,Pilot
621,blur,231,1379210,pLJib,Pilot
